"district","city","province","postal_code"
"JUMAPOLO","KARANGANYAR","JAWA TENGAH","57716"
"SLAWI","TEGAL","JAWA TENGAH","52411"
"KUDUS KOTA","KUDUS","JAWA TENGAH","59314"
"KALIBAGOR","BANYUMAS","JAWA TENGAH","53191"
"SEMARANG BARAT","SEMARANG","JAWA TENGAH","50145"
"TINGKIR","SALATIGA","JAWA TENGAH","50744"
"KENDAL","KENDAL","JAWA TENGAH","51318"
"SIDOMUKTI","SALATIGA","JAWA TENGAH","50724"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50198"
"DEMAK","DEMAK","JAWA TENGAH","59514"
"PATI","PATI","JAWA TENGAH","59117"
"BREBES","BREBES","JAWA TENGAH","52217"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50164"
"KUTOARJO","PURWOREJO","JAWA TENGAH","54212"
"KALIMANAH","PURBALINGGA","JAWA TENGAH","53321"
"PURWOREJO KLAMPOK","BANJARNEGARA","JAWA TENGAH","53474"
"ADIWERNA","TEGAL","JAWA TENGAH","52121"
"BREBES","BREBES","JAWA TENGAH","52219"
"MARGADANA","TEGAL","JAWA TENGAH","52144"
"TEGAL SELATAN","TEGAL","JAWA TENGAH","52136"
"NGALIYAN","SEMARANG","JAWA TENGAH","50183"
"UNGARAN TIMUR","SEMARANG","JAWA TENGAH","50515"
"SLAWI","TEGAL","JAWA TENGAH","52416"
"CANDISARI","SEMARANG","JAWA TENGAH","50253"
"LARANGAN","BREBES","JAWA TENGAH","52262"
"PASAR KLIWON","SURAKARTA (SOLO)","JAWA TENGAH","57133"
"PEKALONGAN UTARA","PEKALONGAN","JAWA TENGAH","51149"
"SOMAGEDE","BANYUMAS","JAWA TENGAH","53193"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50222"
"PURWOKERTO SELATAN","BANYUMAS","JAWA TENGAH","53144"
"PURWOKERTO SELATAN","BANYUMAS","JAWA TENGAH","53142"
"SRAGEN","SRAGEN","JAWA TENGAH","57216"
"CANDISARI","SEMARANG","JAWA TENGAH","50255"
"KARANGANYAR","KARANGANYAR","JAWA TENGAH","57711"
"PATIKRAJA","BANYUMAS","JAWA TENGAH","53171"
"TIRTO","PEKALONGAN","JAWA TENGAH","51182"
"TUGU","SEMARANG","JAWA TENGAH","50152"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57145"
"BAE","KUDUS","JAWA TENGAH","59323"
"MIRIT","KEBUMEN","JAWA TENGAH","54395"
"BOYOLALI","BOYOLALI","JAWA TENGAH","57312"
"JEPARA","JEPARA","JAWA TENGAH","59411"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50241"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53136"
"PEKALONGAN TIMUR","PEKALONGAN","JAWA TENGAH","51122"
"BATURADEN","BANYUMAS","JAWA TENGAH","53151"
"TANJUNG","BREBES","JAWA TENGAH","52254"
"KERJO","KARANGANYAR","JAWA TENGAH","57711"
"ROWOSARI","KENDAL","JAWA TENGAH","51319"
"CILACAP UTARA","CILACAP","JAWA TENGAH","53234"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50232"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53416"
"KALIWUNGU","KENDAL","JAWA TENGAH","51372"
"TUNTANG","SEMARANG","JAWA TENGAH","50131"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50124"
"PURWOKERTO UTARA","BANYUMAS","JAWA TENGAH","53123"
"KARIMUNJAWA","JEPARA","JAWA TENGAH","59455"
"BATANG","BATANG","JAWA TENGAH","51214"
"KUTOARJO","PURWOREJO","JAWA TENGAH","54214"
"DEMAK","DEMAK","JAWA TENGAH","59516"
"SIDOREJO","SALATIGA","JAWA TENGAH","50712"
"BATANG","BATANG","JAWA TENGAH","51215"
"BLORA KOTA","BLORA","JAWA TENGAH","58213"
"JEPARA","JEPARA","JAWA TENGAH","59417"
"KUDUS KOTA","KUDUS","JAWA TENGAH","59315"
"PASAR KLIWON","SURAKARTA (SOLO)","JAWA TENGAH","57122"
"PEKALONGAN TIMUR","PEKALONGAN","JAWA TENGAH","51127"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50188"
"WIRADESA","PEKALONGAN","JAWA TENGAH","51127"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50123"
"SUMOWONO","SEMARANG","JAWA TENGAH","50123"
"BOYOLALI","BOYOLALI","JAWA TENGAH","57316"
"PEMALANG","PEMALANG","JAWA TENGAH","52312"
"CILACAP UTARA","CILACAP","JAWA TENGAH","53235"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56223"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51112"
"KEBUMEN","KEBUMEN","JAWA TENGAH","54311"
"SIDOMUKTI","SALATIGA","JAWA TENGAH","50723"
"TAHUNAN","JEPARA","JAWA TENGAH","59429"
"BLORA KOTA","BLORA","JAWA TENGAH","58217"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53315"
"TEMBALANG","SEMARANG","JAWA TENGAH","50273"
"MIJEN","SEMARANG","JAWA TENGAH","50211"
"BUTUH","PURWOREJO","JAWA TENGAH","54116"
"MAGELANG UTARA","MAGELANG","JAWA TENGAH","56114"
"SRAGEN","SRAGEN","JAWA TENGAH","57211"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53131"
"TEGAL TIMUR","TEGAL","JAWA TENGAH","52124"
"WONOSOBO","WONOSOBO","JAWA TENGAH","56311"
"TEGAL BARAT","TEGAL","JAWA TENGAH","52114"
"BONANG","DEMAK","JAWA TENGAH","59511"
"SEMARANG BARAT","SEMARANG","JAWA TENGAH","50183"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50133"
"KEBUMEN","KEBUMEN","JAWA TENGAH","54315"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50228"
"GEBANG","PURWOREJO","JAWA TENGAH","54262"
"MOJOSONGO","BOYOLALI","JAWA TENGAH","57321"
"MAGELANG TENGAH","MAGELANG","JAWA TENGAH","56122"
"SERENGAN","SURAKARTA (SOLO)","JAWA TENGAH","57151"
"JEBRES","SURAKARTA (SOLO)","JAWA TENGAH","57129"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57131"
"PEKALONGAN TIMUR","PEKALONGAN","JAWA TENGAH","51128"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51113"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57143"
"PEKALONGAN SELATAN","PEKALONGAN","JAWA TENGAH","51134"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57166"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56217"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57133"
"KLATEN UTARA","KLATEN","JAWA TENGAH","57437"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57132"
"TEGAL SELATAN","TEGAL","JAWA TENGAH","52134"
"BOYOLALI","BOYOLALI","JAWA TENGAH","57314"
"KAMPUNG LAUT","CILACAP","JAWA TENGAH","53253"
"KLATEN TENGAH","KLATEN","JAWA TENGAH","57411"
"PEKALONGAN TIMUR","PEKALONGAN","JAWA TENGAH","51124"
"PRINGAPUS","SEMARANG","JAWA TENGAH","50552"
"COLOMADU","KARANGANYAR","JAWA TENGAH","57172"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53132"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56218"
"KALIWUNGU","SEMARANG","JAWA TENGAH","50221"
"PEKALONGAN SELATAN","PEKALONGAN","JAWA TENGAH","51132"
"MOJOSONGO","BOYOLALI","JAWA TENGAH","57323"
"TEMBALANG","SEMARANG","JAWA TENGAH","50278"
"MAGELANG UTARA","MAGELANG","JAWA TENGAH","56115"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51118"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53414"
"MARGADANA","TEGAL","JAWA TENGAH","52146"
"AMBARAWA","SEMARANG","JAWA TENGAH","50613"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50139"
"PURWOKERTO TIMUR","BANYUMAS","JAWA TENGAH","53116"
"PEKALONGAN UTARA","PEKALONGAN","JAWA TENGAH","51147"
"SEMARANG BARAT","SEMARANG","JAWA TENGAH","50146"
"TAHUNAN","JEPARA","JAWA TENGAH","59421"
"PEKALONGAN UTARA","PEKALONGAN","JAWA TENGAH","51145"
"TEGAL BARAT","TEGAL","JAWA TENGAH","52112"
"SERENGAN","SURAKARTA (SOLO)","JAWA TENGAH","57153"
"KARANGMALANG","SRAGEN","JAWA TENGAH","57221"
"SLAWI","TEGAL","JAWA TENGAH","52413"
"GENUK","SEMARANG","JAWA TENGAH","50116"
"ARGOMULYO","SALATIGA","JAWA TENGAH","50734"
"BLORA KOTA","BLORA","JAWA TENGAH","58212"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50176"
"AMBARAWA","SEMARANG","JAWA TENGAH","50612"
"PEKALONGAN SELATAN","PEKALONGAN","JAWA TENGAH","51135"
"PEKALONGAN SELATAN","PEKALONGAN","JAWA TENGAH","51136"
"PURWODADI","GROBOGAN","JAWA TENGAH","58112"
"CILACAP TENGAH","CILACAP","JAWA TENGAH","53225"
"KUTOARJO","PURWOREJO","JAWA TENGAH","54251"
"PATI","PATI","JAWA TENGAH","59118"
"REMBANG","REMBANG","JAWA TENGAH","59211"
"TINGKIR","SALATIGA","JAWA TENGAH","50742"
"JEPARA","JEPARA","JAWA TENGAH","59431"
"SEMARANG SELATAN","SEMARANG","JAWA TENGAH","50249"
"SEMARANG SELATAN","SEMARANG","JAWA TENGAH","50248"
"UNGARAN BARAT","SEMARANG","JAWA TENGAH","50518"
"TAHUNAN","JEPARA","JAWA TENGAH","59425"
"PEMALANG","PEMALANG","JAWA TENGAH","52316"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57148"
"ARGOMULYO","SALATIGA","JAWA TENGAH","50732"
"REMBANG","REMBANG","JAWA TENGAH","59217"
"BREBES","BREBES","JAWA TENGAH","52218"
"WANAREJA","CILACAP","JAWA TENGAH","53232"
"AMBARAWA","SEMARANG","JAWA TENGAH","50611"
"CILACAP TENGAH","CILACAP","JAWA TENGAH","53221"
"JATI","KUDUS","JAWA TENGAH","59344"
"SUMOWONO","SEMARANG","JAWA TENGAH","50611"
"MAGELANG TENGAH","MAGELANG","JAWA TENGAH","56117"
"MAGELANG SELATAN","MAGELANG","JAWA TENGAH","56126"
"REMBANG","REMBANG","JAWA TENGAH","59214"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57161"
"COLOMADU","KARANGANYAR","JAWA TENGAH","57177"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57139"
"SUKOHARJO","SUKOHARJO","JAWA TENGAH","57516"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56224"
"TUGU","SEMARANG","JAWA TENGAH","50155"
"TUGU","SEMARANG","JAWA TENGAH","50156"
"TEGAL TIMUR","TEGAL","JAWA TENGAH","52123"
"TEMBALANG","SEMARANG","JAWA TENGAH","50272"
"TUGU","SEMARANG","JAWA TENGAH","50154"
"DEMAK","DEMAK","JAWA TENGAH","59515"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50227"
"SIDOMUKTI","SALATIGA","JAWA TENGAH","50721"
"SEMARANG BARAT","SEMARANG","JAWA TENGAH","50147"
"MARGADANA","TEGAL","JAWA TENGAH","52143"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51111"
"JATI","KUDUS","JAWA TENGAH","59342"
"KLATEN SELATAN","KLATEN","JAWA TENGAH","57424"
"PURWOKERTO TIMUR","BANYUMAS","JAWA TENGAH","53112"
"CILACAP UTARA","CILACAP","JAWA TENGAH","53232"
"TEMBALANG","SEMARANG","JAWA TENGAH","50271"
"MIJEN","SEMARANG","JAWA TENGAH","50519"
"TEGAL TIMUR","TEGAL","JAWA TENGAH","52121"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50134"
"BLORA KOTA","BLORA","JAWA TENGAH","58215"
"KUDUS KOTA","KUDUS","JAWA TENGAH","59319"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50122"
"WONOSOBO","WONOSOBO","JAWA TENGAH","56312"
"KLATEN TENGAH","KLATEN","JAWA TENGAH","57416"
"JEBRES","SURAKARTA (SOLO)","JAWA TENGAH","57127"
"POLOKARTO","SUKOHARJO","JAWA TENGAH","57513"
"PURWOREJO","PURWOREJO","JAWA TENGAH","54112"
"TEGAL BARAT","TEGAL","JAWA TENGAH","52117"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56228"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50197"
"GENUK","SEMARANG","JAWA TENGAH","50111"
"PEMALANG","PEMALANG","JAWA TENGAH","52313"
"MOJOGEDANG","KARANGANYAR","JAWA TENGAH","57716"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56225"
"MUNTILAN","MAGELANG","JAWA TENGAH","56411"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57165"
"TAHUNAN","JEPARA","JAWA TENGAH","59428"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57163"
"MIJEN","SEMARANG","JAWA TENGAH","50213"
"NGALIYAN","SEMARANG","JAWA TENGAH","50181"
"PATI","PATI","JAWA TENGAH","59112"
"COLOMADU","KARANGANYAR","JAWA TENGAH","57179"
"CEPU","BLORA","JAWA TENGAH","58313"
"JATI","KUDUS","JAWA TENGAH","59341"
"BAE","KUDUS","JAWA TENGAH","59322"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50261"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50228"
"TASIKMADU","KARANGANYAR","JAWA TENGAH","57721"
"KENDAL","KENDAL","JAWA TENGAH","51311"
"KLATEN SELATAN","KLATEN","JAWA TENGAH","57422"
"SRAGEN","SRAGEN","JAWA TENGAH","57215"
"CEPU","BLORA","JAWA TENGAH","58314"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50224"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57135"
"PEKALONGAN UTARA","PEKALONGAN","JAWA TENGAH","51144"
"PURWOKERTO UTARA","BANYUMAS","JAWA TENGAH","53124"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50267"
"BREBES","BREBES","JAWA TENGAH","52214"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57146"
"SLAWI","TEGAL","JAWA TENGAH","52415"
"WONOSOBO","WONOSOBO","JAWA TENGAH","56316"
"KAJORAN","MAGELANG","JAWA TENGAH","56414"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50249"
"PURWOREJO","PURWOREJO","JAWA TENGAH","54115"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50178"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50177"
"TEGAL TIMUR","TEGAL","JAWA TENGAH","52122"
"PEKALONGAN UTARA","PEKALONGAN","JAWA TENGAH","51141"
"BAE","KUDUS","JAWA TENGAH","59326"
"MAGELANG TENGAH","MAGELANG","JAWA TENGAH","56111"
"KEBUMEN","KEBUMEN","JAWA TENGAH","54312"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53412"
"BREBES","BREBES","JAWA TENGAH","52211"
"PASAR KLIWON","SURAKARTA (SOLO)","JAWA TENGAH","57118"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53135"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53137"
"PATI","PATI","JAWA TENGAH","59111"
"PATI","PATI","JAWA TENGAH","59115"
"WANASARI","BREBES","JAWA TENGAH","52222"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50268"
"BAE","KUDUS","JAWA TENGAH","59324"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50192"
"KENDAL","KENDAL","JAWA TENGAH","51313"
"TEGAL BARAT","TEGAL","JAWA TENGAH","52125"
"PEMALANG","PEMALANG","JAWA TENGAH","52311"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53314"
"KALIGONDANG","PURBALINGGA","JAWA TENGAH","53331"
"PRINGAPUS","SEMARANG","JAWA TENGAH","50513"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50131"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50194"
"GENUK","SEMARANG","JAWA TENGAH","50113"
"JEPARA","JEPARA","JAWA TENGAH","59415"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57141"
"MIJEN","SEMARANG","JAWA TENGAH","50212"
"WANASARI","BREBES","JAWA TENGAH","52221"
"TAHUNAN","JEPARA","JAWA TENGAH","59423"
"SEMARANG SELATAN","SEMARANG","JAWA TENGAH","50242"
"GAJAH MUNGKUR","SEMARANG","JAWA TENGAH","50237"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50225"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50199"
"PATI","PATI","JAWA TENGAH","59113"
"SEMARANG SELATAN","SEMARANG","JAWA TENGAH","50241"
"GONDANGREJO","KARANGANYAR","JAWA TENGAH","57181"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50171"
"JATI","KUDUS","JAWA TENGAH","59348"
"SURUH","SEMARANG","JAWA TENGAH","50186"
"MIJEN","SEMARANG","JAWA TENGAH","50217"
"KARANGANYAR","KARANGANYAR","JAWA TENGAH","57715"
"MAGELANG UTARA","MAGELANG","JAWA TENGAH","56116"
"JEPARA","JEPARA","JAWA TENGAH","59412"
"SLAWI","TEGAL","JAWA TENGAH","52412"
"BATANG","BATANG","JAWA TENGAH","51211"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57168"
"JEBRES","SURAKARTA (SOLO)","JAWA TENGAH","57125"
"MUNTILAN","MAGELANG","JAWA TENGAH","56414"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50265"
"BREBES","BREBES","JAWA TENGAH","52213"
"SIDOREJO","SALATIGA","JAWA TENGAH","50716"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53313"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53312"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53311"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53317"
"PURWODADI","GROBOGAN","JAWA TENGAH","58111"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50137"
"JEBRES","SURAKARTA (SOLO)","JAWA TENGAH","57128"
"PURWOKERTO SELATAN","BANYUMAS","JAWA TENGAH","53147"
"PURWOKERTO SELATAN","BANYUMAS","JAWA TENGAH","53141"
"PURWOKERTO TIMUR","BANYUMAS","JAWA TENGAH","53114"
"PURWOKERTO TIMUR","BANYUMAS","JAWA TENGAH","53111"
"PURWOREJO","PURWOREJO","JAWA TENGAH","54151"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56227"
"BATURADEN","BANYUMAS","JAWA TENGAH","53126"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57142"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50172"
"NGALIYAN","SEMARANG","JAWA TENGAH","50184"
"TUGU","SEMARANG","JAWA TENGAH","50181"
"ARGOMULYO","SALATIGA","JAWA TENGAH","50735"
"TEGAL SELATAN","TEGAL","JAWA TENGAH","52131"
"SEMARANG SELATAN","SEMARANG","JAWA TENGAH","50244"
"PURWOKERTO BARAT","BANYUMAS","JAWA TENGAH","53134"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50227"
"BANCAK","SEMARANG","JAWA TENGAH","50125"
"SEMARANG TIMUR","SEMARANG","JAWA TENGAH","50125"
"MAGELANG SELATAN","MAGELANG","JAWA TENGAH","56124"
"MAGELANG TENGAH","MAGELANG","JAWA TENGAH","56127"
"BRINGIN","SEMARANG","JAWA TENGAH","50218"
"TEMBALANG","SEMARANG","JAWA TENGAH","50279"
"SIDOREJO","SALATIGA","JAWA TENGAH","50711"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50166"
"TEMBALANG","SEMARANG","JAWA TENGAH","50276"
"BATANG","BATANG","JAWA TENGAH","51212"
"PEKALONGAN TIMUR","PEKALONGAN","JAWA TENGAH","51126"
"PASAR KLIWON","SURAKARTA (SOLO)","JAWA TENGAH","57199"
"JEPARA","JEPARA","JAWA TENGAH","59414"
"REMBANG","REMBANG","JAWA TENGAH","59215"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50163"
"MUNGKID","MAGELANG","JAWA TENGAH","56511"
"MUNTILAN","MAGELANG","JAWA TENGAH","56412"
"KLATEN UTARA","KLATEN","JAWA TENGAH","57432"
"SEMARANG TENGAH","SEMARANG","JAWA TENGAH","50132"
"KEBUMEN","KEBUMEN","JAWA TENGAH","54314"
"GOMBONG","KEBUMEN","JAWA TENGAH","54414"
"PASAR KLIWON","SURAKARTA (SOLO)","JAWA TENGAH","57191"
"KLATEN TENGAH","KLATEN","JAWA TENGAH","57415"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53411"
"TAHUNAN","JEPARA","JAWA TENGAH","59424"
"GOMBONG","KEBUMEN","JAWA TENGAH","54413"
"TAHUNAN","JEPARA","JAWA TENGAH","59426"
"SERENGAN","SURAKARTA (SOLO)","JAWA TENGAH","57155"
"CILACAP SELATAN","CILACAP","JAWA TENGAH","53212"
"CILACAP TENGAH","CILACAP","JAWA TENGAH","53223"
"AMPEL","BOYOLALI","JAWA TENGAH","57316"
"UNGARAN TIMUR","SEMARANG","JAWA TENGAH","50514"
"TINGKIR","SALATIGA","JAWA TENGAH","50741"
"SIDOREJO","SALATIGA","JAWA TENGAH","50714"
"BENDOSARI","SUKOHARJO","JAWA TENGAH","57527"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56221"
"SALAMAN","MAGELANG","JAWA TENGAH","56126"
"PURWOREJO","PURWOREJO","JAWA TENGAH","54113"
"SRAGEN","SRAGEN","JAWA TENGAH","57213"
"KARTASURA","SUKOHARJO","JAWA TENGAH","57164"
"DEMAK","DEMAK","JAWA TENGAH","59513"
"BOYOLALI","BOYOLALI","JAWA TENGAH","57311"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50162"
"TEGAL TIMUR","TEGAL","JAWA TENGAH","52125"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53413"
"PURWOKERTO TIMUR","BANYUMAS","JAWA TENGAH","53115"
"LAWEYAN","SURAKARTA (SOLO)","JAWA TENGAH","57147"
"SRAGEN","SRAGEN","JAWA TENGAH","57212"
"SRAGEN","SRAGEN","JAWA TENGAH","57214"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50263"
"JEBRES","SURAKARTA (SOLO)","JAWA TENGAH","57121"
"PEMALANG","PEMALANG","JAWA TENGAH","52315"
"SUKOHARJO","SUKOHARJO","JAWA TENGAH","57512"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50221"
"PURWOKERTO UTARA","BANYUMAS","JAWA TENGAH","53125"
"BANJARSARI","SURAKARTA (SOLO)","JAWA TENGAH","57138"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50269"
"GUNUNGPATI","SEMARANG","JAWA TENGAH","50226"
"MARGADANA","TEGAL","JAWA TENGAH","52141"
"UNGARAN TIMUR","SEMARANG","JAWA TENGAH","50516"
"TAHUNAN","JEPARA","JAWA TENGAH","59451"
"MUNTILAN","MAGELANG","JAWA TENGAH","56413"
"KEBUMEN","KEBUMEN","JAWA TENGAH","54313"
"NGALIYAN","SEMARANG","JAWA TENGAH","50185"
"CILACAP SELATAN","CILACAP","JAWA TENGAH","53213"
"GAYAMSARI","SEMARANG","JAWA TENGAH","50174"
"PEMALANG","PEMALANG","JAWA TENGAH","52317"
"MIJEN","SEMARANG","JAWA TENGAH","50215"
"SEMARANG UTARA","SEMARANG","JAWA TENGAH","50174"
"REMBANG","REMBANG","JAWA TENGAH","59212"
"SEMARANG BARAT","SEMARANG","JAWA TENGAH","50144"
"WONOSOBO","WONOSOBO","JAWA TENGAH","56313"
"BOROBUDUR","MAGELANG","JAWA TENGAH","56413"
"KARANGANYAR","KARANGANYAR","JAWA TENGAH","57714"
"CILACAP SELATAN","CILACAP","JAWA TENGAH","53215"
"ARGOMULYO","SALATIGA","JAWA TENGAH","50733"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51116"
"TENGARAN","SEMARANG","JAWA TENGAH","50225"
"TAHUNAN","JEPARA","JAWA TENGAH","59427"
"CANDISARI","SEMARANG","JAWA TENGAH","50614"
"KARANGGEDE","BOYOLALI","JAWA TENGAH","57311"
"TEGAL BARAT","TEGAL","JAWA TENGAH","52111"
"PURWOKERTO SELATAN","BANYUMAS","JAWA TENGAH","53145"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56212"
"TEMANGGUNG","TEMANGGUNG","JAWA TENGAH","56213"
"TEMBALANG","SEMARANG","JAWA TENGAH","50275"
"BLORA KOTA","BLORA","JAWA TENGAH","58211"
"GENUK","SEMARANG","JAWA TENGAH","50112"
"MAGELANG SELATAN","MAGELANG","JAWA TENGAH","56125"
"KEJOBONG","PURBALINGGA","JAWA TENGAH","53314"
"TINGKIR","SALATIGA","JAWA TENGAH","50746"
"TINGKIR","SALATIGA","JAWA TENGAH","50745"
"BANYUMANIK","SEMARANG","JAWA TENGAH","50262"
"SERENGAN","SURAKARTA (SOLO)","JAWA TENGAH","57154"
"PEKALONGAN BARAT","PEKALONGAN","JAWA TENGAH","51151"
"TUNTANG","SEMARANG","JAWA TENGAH","50219"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50113"
"PEDURUNGAN","SEMARANG","JAWA TENGAH","50196"
"KLATEN TENGAH","KLATEN","JAWA TENGAH","57412"
"SLAWI","TEGAL","JAWA TENGAH","52414"
"GENUK","SEMARANG","JAWA TENGAH","50118"
"CILACAP UTARA","CILACAP","JAWA TENGAH","53233"
"TUGU","SEMARANG","JAWA TENGAH","50185"
"TEGAL SELATAN","TEGAL","JAWA TENGAH","52135"
"UNGARAN BARAT","SEMARANG","JAWA TENGAH","50511"
"BANJARNEGARA","BANJARNEGARA","JAWA TENGAH","53417"
"MAGELANG UTARA","MAGELANG","JAWA TENGAH","56113"
"NGALIYAN","SEMARANG","JAWA TENGAH","50188"
"KUDUS KOTA","KUDUS","JAWA TENGAH","59318"
"BOYOLALI","BOYOLALI","JAWA TENGAH","57315"
"PURBALINGGA","PURBALINGGA","JAWA TENGAH","53318"
"GOMBONG","KEBUMEN","JAWA TENGAH","54412"
"SAWANGAN","MAGELANG","JAWA TENGAH","56411"
"MIJEN","SEMARANG","JAWA TENGAH","50214"
"PRINGAPUS","SEMARANG","JAWA TENGAH","50212"
"TRUCUK","KLATEN","JAWA TENGAH","57473"
"NGALIYAN","SEMARANG","JAWA TENGAH","50244"
"CANDISARI","SEMARANG","JAWA TENGAH","50252"
"WONOGIRI","WONOGIRI","JAWA TENGAH","57614"
"PEKALONGAN SELATAN","PEKALONGAN","JAWA TENGAH","51137"
"GAMPING","SLEMAN","DAERAH ISTIMEWA YOGYAKARTA","55294"
"CANGKRINGAN","SLEMAN","DAERAH ISTIMEWA YOGYAKARTA","55583"
"SEDAYU","BANTUL","DAERAH ISTIMEWA YOGYAKARTA","55752"
"GONDOKUSUMAN","YOGYAKARTA","DAERAH ISTIMEWA YOGYAKARTA","55225"
"GAMPING","SLEMAN","DAERAH ISTIMEWA YOGYAKARTA","55295"
"WONOSARI","GUNUNG KIDUL","DAERAH ISTIMEWA YOGYAKARTA","55811"
"GIRISUBO","GUNUNG KIDUL","DAERAH ISTIMEWA YOGYAKARTA","55883"
